asset_type,name,project,location,display_name,labels
k8s.io/Service,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/services/default-http-backend,projects/192823657524,europe-north2,default-http-backend,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=glbc;kubernetes.io/cluster-service=true;kubernetes.io/name=GLBCDefaultBackend
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:glbc-status,projects/192823657524,europe-north2,system:glbc-status,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:controller:glbc,projects/192823657524,europe-north2,system:controller:glbc,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/system:controller:glbc,projects/192823657524,europe-north2,system:controller:glbc,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/system:kubestore-collector-leader-election,projects/192823657524,europe-north2,system:kubestore-collector-leader-election,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:glbc-status,projects/192823657524,europe-north2,system:glbc-status,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kubestore-collector,projects/192823657524,europe-north2,system:kubestore-collector,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/system:kubestore-collector-leader-election,projects/192823657524,europe-north2,system:kubestore-collector-leader-election,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:kube-dns-autoscaler,projects/192823657524,europe-north2,system:kube-dns-autoscaler,addonmanager.kubernetes.io/mode=Reconcile
apps.k8s.io/Deployment,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/deployments/kube-dns-autoscaler,projects/192823657524,europe-north2,kube-dns-autoscaler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=kube-dns-autoscaler;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kubestore-collector,projects/192823657524,europe-north2,system:kubestore-collector,addonmanager.kubernetes.io/mode=Reconcile
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/replicasets/kube-dns-autoscaler-85cdc9764d,projects/192823657524,europe-north2,kube-dns-autoscaler-85cdc9764d,k8s-app=kube-dns-autoscaler;pod-template-hash=85cdc9764d
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/kube-dns-autoscaler,projects/192823657524,europe-north2,kube-dns-autoscaler,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/system:kube-dns-autoscaler,projects/192823657524,europe-north2,system:kube-dns-autoscaler,addonmanager.kubernetes.io/mode=Reconcile
apps.k8s.io/Deployment,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/deployments/konnectivity-agent-autoscaler,projects/192823657524,europe-north2,konnectivity-agent-autoscaler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=konnectivity-agent-autoscaler;kubernetes.io/cluster-service=true
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/replicasets/konnectivity-agent-autoscaler-694fbd54bc,projects/192823657524,europe-north2,konnectivity-agent-autoscaler-694fbd54bc,k8s-app=konnectivity-agent-autoscaler;pod-template-hash=694fbd54bc
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-agent-cpha,projects/192823657524,europe-north2,konnectivity-agent-cpha,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/konnectivity-agent-cpha,projects/192823657524,europe-north2,konnectivity-agent-cpha,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/konnectivity-agent-cpha,projects/192823657524,europe-north2,konnectivity-agent-cpha,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/cluster-service=true
apps.k8s.io/Deployment,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/deployments/konnectivity-agent,projects/192823657524,europe-north2,konnectivity-agent,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=konnectivity-agent
apps.k8s.io/ReplicaSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/replicasets/konnectivity-agent-7dc9d86df5,projects/192823657524,europe-north2,konnectivity-agent-7dc9d86df5,k8s-app=konnectivity-agent;pod-template-hash=7dc9d86df5
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/konnectivity-agent-cpha,projects/192823657524,europe-north2,konnectivity-agent-cpha,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/konnectivity-agent-cpha,projects/192823657524,europe-north2,konnectivity-agent-cpha,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-agent-leases,projects/192823657524,europe-north2,konnectivity-agent-leases,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/leases-writer,projects/192823657524,europe-north2,leases-writer,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/konnectivity-server-leases,projects/192823657524,europe-north2,konnectivity-server-leases,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/system:konnectivity-server,projects/192823657524,europe-north2,system:konnectivity-server,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/leases-reader,projects/192823657524,europe-north2,leases-reader,addonmanager.kubernetes.io/mode=Reconcile
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/konnectivity-agent,projects/192823657524,europe-north2,konnectivity-agent,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/maintenance-handler,projects/192823657524,europe-north2,maintenance-handler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=maintenance-handler
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/maintenance-handler,projects/192823657524,europe-north2,maintenance-handler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=maintenance-handler;name=maintenance-handler
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/runsc-metric-server,projects/192823657524,europe-north2,runsc-metric-server,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=runsc-metric-server
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/maintenance-handler,projects/192823657524,europe-north2,maintenance-handler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=maintenance-handler
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/gpu-device-plugin-sa,projects/192823657524,europe-north2,gpu-device-plugin-sa,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gpu-device-plugin
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gpu-device-plugin,projects/192823657524,europe-north2,gpu-device-plugin,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gpu-device-plugin
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/maintenance-handler,projects/192823657524,europe-north2,maintenance-handler,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=maintenance-handler
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-large-ubuntu,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-large-ubuntu,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gpu-device-plugin,projects/192823657524,europe-north2,gpu-device-plugin,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-medium-ubuntu,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-medium-ubuntu,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-small-ubuntu,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-small-ubuntu,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-medium-cos,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-medium-cos,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-large-cos,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-large-cos,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/nvidia-gpu-device-plugin-small-cos,projects/192823657524,europe-north2,nvidia-gpu-device-plugin-small-cos,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=nvidia-gpu-device-plugin
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-system/apps/daemonsets/dcgm-exporter,projects/192823657524,europe-north2,dcgm-exporter,addonmanager.kubernetes.io/mode=Reconcile;app.kubernetes.io/name=gke-managed-dcgm-exporter
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-volumepopulator/rbac.authorization.k8s.io/roles/gke-volume-populator-leaderelection-role,projects/192823657524,europe-north2,gke-volume-populator-leaderelection-role,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-volume-populator
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gke-volume-populator-binding,projects/192823657524,europe-north2,gke-volume-populator-binding,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-volume-populator
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-volumepopulator/rbac.authorization.k8s.io/rolebindings/gke-volume-populator-leaderelection-binding,projects/192823657524,europe-north2,gke-volume-populator-leaderelection-binding,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-volume-populator
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-volumepopulator/serviceaccounts/default,projects/192823657524,europe-north2,default,
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gke-volume-populator-role,projects/192823657524,europe-north2,gke-volume-populator-role,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-volume-populator
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-volumepopulator,projects/192823657524,europe-north2,gke-managed-volumepopulator,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-volume-populator;kubernetes.io/metadata.name=gke-managed-volumepopulator
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/gke-spiffe-node-agent,projects/192823657524,europe-north2,gke-spiffe-node-agent,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-spiffe-node-agent
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/nodes-are-gke-spiffe-users,projects/192823657524,europe-north2,nodes-are-gke-spiffe-users,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/gke-spiffe-controller-uses-leaderelection,projects/192823657524,europe-north2,gke-spiffe-controller-uses-leaderelection,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gke-spiffe-controller-is-a-gke-spiffe-issuer,projects/192823657524,europe-north2,gke-spiffe-controller-is-a-gke-spiffe-issuer,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gke-spiffe-user,projects/192823657524,europe-north2,gke-spiffe-user,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/gke-spiffe-leaderelection,projects/192823657524,europe-north2,gke-spiffe-leaderelection,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gke-spiffe-issuer,projects/192823657524,europe-north2,gke-spiffe-issuer,addonmanager.kubernetes.io/mode=Reconcile
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-500,projects/192823657524,europe-north2,gke-metrics-agent-scaling-500,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-windows,projects/192823657524,europe-north2,gke-metrics-agent-windows,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-200,projects/192823657524,europe-north2,gke-metrics-agent-scaling-200,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-20,projects/192823657524,europe-north2,gke-metrics-agent-scaling-20,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-50,projects/192823657524,europe-north2,gke-metrics-agent-scaling-50,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent,projects/192823657524,europe-north2,gke-metrics-agent,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-10,projects/192823657524,europe-north2,gke-metrics-agent-scaling-10,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metrics-agent-scaling-100,projects/192823657524,europe-north2,gke-metrics-agent-scaling-100,addonmanager.kubernetes.io/mode=Reconcile;component=gke-metrics-agent;k8s-app=gke-metrics-agent
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gke-metrics-agent,projects/192823657524,europe-north2,gke-metrics-agent,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gke-metrics-agent,projects/192823657524,europe-north2,gke-metrics-agent,addonmanager.kubernetes.io/mode=Reconcile
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/gke-metrics-agent,projects/192823657524,europe-north2,gke-metrics-agent,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gke-metadata-server-token-requester,projects/192823657524,europe-north2,gke-metadata-server-token-requester,addonmanager.kubernetes.io/mode=Reconcile
apps.k8s.io/DaemonSet,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/apps/daemonsets/gke-metadata-server,projects/192823657524,europe-north2,gke-metadata-server,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-metadata-server
dns.googleapis.com/ResponsePolicyRule,//dns.googleapis.com/projects/192823657524/locations/global/responsePolicies/5498050887576451891/rules/gke-8dfce3d7-kube-system-kube-dns-37901977,projects/192823657524,global,gke-8dfce3d7-kube-system-kube-dns-37901977,
rbac.authorization.k8s.io/ClusterRoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterrolebindings/gce:gke-metadata-server-reader,projects/192823657524,europe-north2,gce:gke-metadata-server-reader,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gke-metadata-server-token-requester,projects/192823657524,europe-north2,gke-metadata-server-token-requester,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/gce:podsecuritypolicy:gke-metadata-server,projects/192823657524,europe-north2,gce:podsecuritypolicy:gke-metadata-server,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/RoleBinding,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/rolebindings/gce:gke-metadata-server-config-reader,projects/192823657524,europe-north2,gce:gke-metadata-server-config-reader,addonmanager.kubernetes.io/mode=Reconcile
rbac.authorization.k8s.io/Role,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/rbac.authorization.k8s.io/roles/gce:gke-metadata-server-config-reader,projects/192823657524,europe-north2,gce:gke-metadata-server-config-reader,addonmanager.kubernetes.io/mode=Reconcile
admissionregistration.k8s.io/ValidatingWebhookConfiguration,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/admissionregistration.k8s.io/validatingwebhookconfigurations/flowcontrol-guardrails.config.common-webhooks.networking.gke.io,projects/192823657524,europe-north2,flowcontrol-guardrails.config.common-webhooks.networking.gke.io,networking.gke.io/common-webhooks=true
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/serviceaccounts/gke-metadata-server,projects/192823657524,europe-north2,gke-metadata-server,addonmanager.kubernetes.io/mode=Reconcile;k8s-app=gke-metadata-server;kubernetes.io/cluster-service=true
rbac.authorization.k8s.io/ClusterRole,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/rbac.authorization.k8s.io/clusterroles/gce:gke-metadata-server-reader,projects/192823657524,europe-north2,gce:gke-metadata-server-reader,addonmanager.kubernetes.io/mode=Reconcile
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-system/serviceaccounts/default,projects/192823657524,europe-north2,default,
admissionregistration.k8s.io/MutatingWebhookConfiguration,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/pod-ready.config.common-webhooks.networking.gke.io,projects/192823657524,europe-north2,pod-ready.config.common-webhooks.networking.gke.io,networking.gke.io/common-webhooks=true
admissionregistration.k8s.io/MutatingWebhookConfiguration,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/admissionregistration.k8s.io/mutatingwebhookconfigurations/mutate-scheduler-profile.config.common-webhooks.networking.gke.io,projects/192823657524,europe-north2,mutate-scheduler-profile.config.common-webhooks.networking.gke.io,networking.gke.io/common-webhooks=true
dns.googleapis.com/ResponsePolicyRule,//dns.googleapis.com/projects/192823657524/locations/global/responsePolicies/5498050887576451891/rules/gke-8dfce3d7-default-kubernetes-38728481,projects/192823657524,global,gke-8dfce3d7-default-kubernetes-38728481,
k8s.io/ResourceQuota,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-system/resourcequotas/gcp-critical-pods,projects/192823657524,europe-north2,gcp-critical-pods,addonmanager.kubernetes.io/mode=Reconcile
dns.googleapis.com/ResponsePolicyRule,//dns.googleapis.com/projects/192823657524/locations/europe-north2-a/responsePolicies/4243329925913326488/rules/gke-8dfce3d7-kube-system-kube-dns-37901977,projects/192823657524,europe-north2-a,gke-8dfce3d7-kube-system-kube-dns-37901977,
k8s.io/Namespace,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-managed-system,projects/192823657524,europe-north2,gke-managed-system,addonmanager.kubernetes.io/mode=Reconcile;kubernetes.io/metadata.name=gke-managed-system
